scalings,0,500,1000,1500
Nomistery/0045-nomystery-44-0.asp,31.359,3.173,20.099,8.338
RicochetRobots/007-ricochetrobot-17-0.asp,577.463,900,509.866,10.09
RicochetRobots/018-ricochetrobot-14-0.asp,42.657,34.988,8.251,8.555
RicochetRobots/025-ricochetrobot-14-0.asp,16.549,70.02,21.084,21.88
RicochetRobots/030-ricochetrobot-16-0.asp,900,900,900,542.937
RicochetRobots/038-ricochetrobot-13-0.asp,5.431,3.2,4.798,2.833
RicochetRobots/040-ricochetrobot-14-0.asp,88.675,10.947,114.554,48.398
RicochetRobots/046-ricochetrobot-13-0.asp,10.022,11.947,18.47,16.368
RicochetRobots/059-ricochetrobot-15-0.asp,11.338,98.403,31.417,20.623
RicochetRobots/060-ricochetrobot-14-0.asp,47.105,34.128,35.101,44.835
RicochetRobots/061-ricochetrobot-14-0.asp,19.671,25.202,34.133,6.907
RicochetRobots/062-ricochetrobot-25-0.asp,900,900,900,900
RicochetRobots/074-ricochetrobot-18-0.asp,900,331.559,900,900
RicochetRobots/078-ricochetrobot-17-0.asp,900,462.455,900,866.106
RicochetRobots/084-ricochetrobot-15-0.asp,39.607,95.78,40.792,46.989
RicochetRobots/097-ricochetrobot-17-0.asp,900,34.906,900,900
RicochetRobots/105-ricochetrobot-19-0.asp,900,342.906,900,900
RicochetRobots/120-ricochetrobot-22-0.asp,869.451,900,286.25,342.167
RicochetRobots/188-ricochetrobot-18-0.asp,900,900,900,900
RicochetRobots/214-ricochetrobot-22-0.asp,306.336,124.272,602.206,793.828
RicochetRobots/230-ricochetrobot-17-0.asp,900,839.849,210.301,525.451
Sokoban/0065-sokoban-120-1.asp,900,900,900,900
Sokoban/0096-sokoban-36-1.asp,14.643,19.798,31.987,29.54
Sokoban/0103-sokoban-110-1.asp,4.588,1.81,1.844,1.854
Sokoban/0119-sokoban-42-1.asp,51.301,49.017,53.686,70.971
Sokoban/0128-sokoban-131-1.asp,19.551,60.522,70.461,107.678
Sokoban/0140-sokoban-60-1.asp,900,900,900,900
Sokoban/0162-sokoban-31-1.asp,16.18,13.407,15.814,16.0
Sokoban/0207-sokoban-31-1.asp,37.304,39.188,38.437,38.364
Sokoban/0272-sokoban-135-1.asp,39.292,19.773,1.715,7.01
Sokoban/0395-sokoban-45-1.asp,900,900,900,900
Sokoban/0418-sokoban-36-1.asp,722.624,451.777,545.405,355.83
Sokoban/0428-sokoban-120-1.asp,38.902,7.062,52.643,22.852
Sokoban/0474-sokoban-56-1.asp,81.916,10.27,4.818,7.741
Sokoban/0516-sokoban-200-1.asp,33.46,115.868,310.1,291.431
Sokoban/0685-sokoban-105-1.asp,900,900,900,900
Sokoban/0760-sokoban-48-1.asp,900,387.323,377.64,445.734
Sokoban/0791-sokoban-270-1.asp,900,900,900,900
Sokoban/0809-sokoban-280-1.asp,900,900,900,900
Sokoban/0950-sokoban-87-1.asp,900,900,900,900
Sokoban/0984-sokoban-165-1.asp,900,900,900,900
Visit-all/0009-visitall-36-1.asp,38.921,195.858,150.791,176.527
Visit-all/0012-visitall-36-1.asp,50.294,93.758,47.651,50.709
Visit-all/0019-visitall-67-1.asp,900,900,900,900
Visit-all/0020-visitall-67-1.asp,900,900,900,900
Visit-all/0029-visitall-39-1.asp,46.365,117.702,81.853,67.098
Visit-all/0030-visitall-39-1.asp,44.577,159.015,217.757,70.448
Visit-all/0031-visitall-39-1.asp,120.662,95.658,98.328,102.167
Visit-all/0037-visitall-73-1.asp,900,900,900,900
Visit-all/0040-visitall-73-1.asp,900,900,900,900
Visit-all/0057-visitall-79-1.asp,900,900,900,900
Visit-all/0059-visitall-79-1.asp,900,900,900,900
Visit-all/0060-visitall-79-1.asp,900,900,900,900
Visit-all/0070-visitall-49-1.asp,26.21,145.323,59.395,127.984
Visit-all/0071-visitall-49-1.asp,30.391,98.517,80.547,80.122
Visit-all/0077-visitall-91-1.asp,900,900,900,900
Visit-all/0078-visitall-91-1.asp,900,900,900,900
Visit-all/0080-visitall-91-1.asp,900,803.408,900,900
Visit-all/0089-visitall-66-1.asp,23.085,8.459,17.219,29.38
Visit-all/0099-visitall-122-1.asp,900,527.097,900,668.343
Visit-all/0100-visitall-122-1.asp,900,900,900,900
learning-1-sort-lbd-lbd-5
HanoiTower/0004-hanoi_tower-60-0.asp,33.324,71.713,34.081,53.568
HanoiTower/0005-hanoi_tower-60-0.asp,308.914,231.51,45.532,127.461
HanoiTower/0007-hanoi_tower-60-0.asp,376.26,175.758,194.011,174.589
HanoiTower/0008-hanoi_tower-60-0.asp,259.386,260.442,405.781,565.726
HanoiTower/0013-hanoi_tower-32-0.asp,17.246,28.639,3.549,22.644
HanoiTower/0021-hanoi_tower-40-0.asp,65.301,32.438,55.411,42.164
HanoiTower/0022-hanoi_tower-60-0.asp,1.954,2.02,1.321,2.386
HanoiTower/0023-hanoi_tower-60-0.asp,1.451,2.475,1.412,1.663
HanoiTower/0025-hanoi_tower-60-0.asp,6.364,8.383,3.43,3.43
HanoiTower/0032-hanoi_tower-60-0.asp,3.366,4.761,4.127,5.825
HanoiTower/0036-hanoi_tower-80-0.asp,3.166,2.639,3.027,3.609
HanoiTower/0039-hanoi_tower-80-0.asp,14.698,6.104,4.154,7.176
HanoiTower/0040-hanoi_tower-80-0.asp,11.686,5.574,7.121,6.92
HanoiTower/0046-hanoi_tower-100-0.asp,9.088,12.349,11.103,13.591
HanoiTower/0047-hanoi_tower-120-0.asp,1.932,3.753,4.678,2.88
HanoiTower/0048-hanoi_tower-120-0.asp,4.913,3.5,6.521,14.532
HanoiTower/0050-hanoi_tower-120-0.asp,23.825,11.144,16.56,12.193
HanoiTower/0056-hanoi_tower-120-0.asp,245.2,154.153,117.962,133.472
HanoiTower/0059-hanoi_tower-120-0.asp,900,339.777,296.022,328.443
HanoiTower/0060-hanoi_tower-120-0.asp,900,438.484,312.095,345.436
Labyrinth/0025-labyrinth-14-0.asp,0.488,2.976,2.933,2.974
Labyrinth/0045-labyrinth-11-0.asp,1.714,4.798,4.988,4.848
Labyrinth/0060-labyrinth-13-0.asp,0.921,1.343,1.367,1.324
Labyrinth/0075-labyrinth-13-0.asp,3.831,3.831,3.831,3.81
Labyrinth/0082-labyrinth-14-0.asp,17.565,39.222,38.526,40.795
Labyrinth/0083-labyrinth-23-0.asp,900,900,900,900
Labyrinth/0094-labyrinth-17-0.asp,57.618,22.973,22.928,22.302
Labyrinth/0117-labyrinth-23-0.asp,900,900,900,900
Labyrinth/0130-labyrinth-14-0.asp,9.925,80.976,81.302,81.835
Labyrinth/0151-labyrinth-19-0.asp,103.324,38.861,37.879,37.399
Labyrinth/0157-labyrinth-13-0.asp,34.058,5.468,5.387,5.383
Labyrinth/0192-labyrinth-18-0.asp,194.554,140.567,136.862,135.633
Labyrinth/0204-labyrinth-20-0.asp,141.96,900,900,900
Labyrinth/0205-labyrinth-20-0.asp,274.225,554.079,562.375,556.201
Labyrinth/0207-labyrinth-20-0.asp,257.605,538.779,539.498,532.714
Labyrinth/0209-labyrinth-20-0.asp,185.825,308.357,302.714,307.247
Labyrinth/0210-labyrinth-20-0.asp,342.366,900,900,900
Labyrinth/0215-labyrinth-21-0.asp,49.012,54.534,54.016,55.514
Labyrinth/0238-labyrinth-22-0.asp,900,900,900,900
Labyrinth/0241-labyrinth-22-0.asp,503.151,900,900,900
Nomistery/0006-nomystery-55-0.asp,590.37,13.379,352.912,18.238
Nomistery/0007-nomystery-57-0.asp,28.957,89.87,73.032,81.386
Nomistery/0009-nomystery-63-0.asp,15.504,1.133,1.184,12.109
Nomistery/0012-nomystery-84-0.asp,900,900,900,900
Nomistery/0014-nomystery-73-0.asp,900,900,900,473.962
Nomistery/0024-nomystery-86-0.asp,900,900,900,900
Nomistery/0025-nomystery-85-0.asp,900,900,900,900
Nomistery/0027-nomystery-172-0.asp,900,900,900,900
Nomistery/0028-nomystery-167-0.asp,900,900,900,900
Nomistery/0029-nomystery-123-0.asp,900,900,900,900
Nomistery/0030-nomystery-117-0.asp,900,900,900,900
Nomistery/0031-nomystery-52-0.asp,21.575,24.41,3.714,1.059
Nomistery/0033-nomystery-32-0.asp,7.153,21.571,12.126,47.46
Nomistery/0034-nomystery-64-0.asp,31.606,59.125,53.565,56.558
Nomistery/0037-nomystery-36-0.asp,900,900,900,900
Nomistery/0038-nomystery-63-0.asp,900,900,900,900
Nomistery/0039-nomystery-42-0.asp,140.984,10.358,39.515,99.726
Nomistery/0041-nomystery-88-0.asp,900,900,900,900
Nomistery/0042-nomystery-56-0.asp,900,900,900,900
Nomistery/0045-nomystery-44-0.asp,30.668,40.731,37.842,34.319
RicochetRobots/007-ricochetrobot-17-0.asp,564.797,900,900,900
RicochetRobots/018-ricochetrobot-14-0.asp,40.457,4.167,91.76,6.513
RicochetRobots/025-ricochetrobot-14-0.asp,16.315,17.812,96.509,195.891
RicochetRobots/030-ricochetrobot-16-0.asp,900,900,900,900
RicochetRobots/038-ricochetrobot-13-0.asp,5.6,19.527,16.093,10.676
RicochetRobots/040-ricochetrobot-14-0.asp,89.824,29.073,50.937,4.847
RicochetRobots/046-ricochetrobot-13-0.asp,10.187,13.147,16.767,33.316
RicochetRobots/059-ricochetrobot-15-0.asp,11.44,14.974,43.225,39.732
RicochetRobots/060-ricochetrobot-14-0.asp,47.066,10.025,41.71,61.143
RicochetRobots/061-ricochetrobot-14-0.asp,19.947,26.098,17.253,23.442
RicochetRobots/062-ricochetrobot-25-0.asp,900,900,900,900
RicochetRobots/074-ricochetrobot-18-0.asp,900,900,481.492,900
RicochetRobots/078-ricochetrobot-17-0.asp,900,900,370.365,900
RicochetRobots/084-ricochetrobot-15-0.asp,42.699,25.447,65.454,36.602
RicochetRobots/097-ricochetrobot-17-0.asp,900,230.934,885.976,91.104
RicochetRobots/105-ricochetrobot-19-0.asp,900,233.187,233.807,900
RicochetRobots/120-ricochetrobot-22-0.asp,868.351,671.004,250.738,254.278
RicochetRobots/188-ricochetrobot-18-0.asp,900,900,900,900
RicochetRobots/214-ricochetrobot-22-0.asp,302.154,756.737,712.501,591.903
RicochetRobots/230-ricochetrobot-17-0.asp,900,900,900,408.118
Sokoban/0065-sokoban-120-1.asp,900,900,900,900
Sokoban/0096-sokoban-36-1.asp,15.677,25.848,22.868,24.549
Sokoban/0103-sokoban-110-1.asp,4.565,8.839,9.104,9.032
Sokoban/0119-sokoban-42-1.asp,52.201,46.834,53.812,62.593
Sokoban/0128-sokoban-131-1.asp,19.851,22.831,45.866,2.637
Sokoban/0140-sokoban-60-1.asp,900,900,900,900
Sokoban/0162-sokoban-31-1.asp,16.936,13.948,13.551,14.118
Sokoban/0207-sokoban-31-1.asp,38.976,36.641,37.1,33.89
Sokoban/0272-sokoban-135-1.asp,38.673,4.334,8.766,29.602
Sokoban/0395-sokoban-45-1.asp,900,900,900,900
Sokoban/0418-sokoban-36-1.asp,717.626,746.816,648.419,517.388
Sokoban/0428-sokoban-120-1.asp,40.154,7.529,59.654,7.426
Sokoban/0474-sokoban-56-1.asp,76.967,6.642,8.589,29.579
Sokoban/0516-sokoban-200-1.asp,33.37,49.686,373.329,487.234
Sokoban/0685-sokoban-105-1.asp,900,900,900,900
Sokoban/0760-sokoban-48-1.asp,900,587.132,299.293,417.924
Sokoban/0791-sokoban-270-1.asp,900,900,900,900
Sokoban/0809-sokoban-280-1.asp,900,900,900,900
Sokoban/0950-sokoban-87-1.asp,900,900,900,900
Sokoban/0984-sokoban-165-1.asp,900,900,900,900
Visit-all/0009-visitall-36-1.asp,38.829,41.174,39.794,48.365
Visit-all/0012-visitall-36-1.asp,48.864,48.468,66.348,48.504
Visit-all/0019-visitall-67-1.asp,900,900,900,900
Visit-all/0020-visitall-67-1.asp,900,900,900,900
Visit-all/0029-visitall-39-1.asp,44.34,23.914,63.114,44.516
Visit-all/0030-visitall-39-1.asp,49.843,40.213,69.946,69.546
Visit-all/0031-visitall-39-1.asp,123.063,22.761,60.702,31.599
Visit-all/0037-visitall-73-1.asp,900,900,900,900
Visit-all/0040-visitall-73-1.asp,900,900,900,900
Visit-all/0057-visitall-79-1.asp,900,900,900,900
Visit-all/0059-visitall-79-1.asp,900,900,900,900
Visit-all/0060-visitall-79-1.asp,900,900,900,900
Visit-all/0070-visitall-49-1.asp,27.905,32.457,8.252,12.525
Visit-all/0071-visitall-49-1.asp,30.278,22.318,54.095,43.261
Visit-all/0077-visitall-91-1.asp,900,900,900,900
Visit-all/0078-visitall-91-1.asp,900,900,513.856,900
Visit-all/0080-visitall-91-1.asp,900,900,900,900
Visit-all/0089-visitall-66-1.asp,22.28,10.377,25.736,13.247
Visit-all/0099-visitall-122-1.asp,900,900,521.066,900
Visit-all/0100-visitall-122-1.asp,900,900,900,629.105
learning-1-sort-lbd
HanoiTower/0004-hanoi_tower-60-0.asp,31.605,51.857,29.054,80.07
HanoiTower/0005-hanoi_tower-60-0.asp,312.822,128.023,294.376,230.14
HanoiTower/0007-hanoi_tower-60-0.asp,376.956,199.741,243.47,224.013
HanoiTower/0008-hanoi_tower-60-0.asp,260.78,501.547,510.237,499.366
HanoiTower/0013-hanoi_tower-32-0.asp,16.343,13.77,20.431,36.113
HanoiTower/0021-hanoi_tower-40-0.asp,60.331,38.061,35.752,39.22
HanoiTower/0022-hanoi_tower-60-0.asp,1.946,0.734,1.349,3.03
HanoiTower/0023-hanoi_tower-60-0.asp,1.394,3.821,7.66,1.48
HanoiTower/0025-hanoi_tower-60-0.asp,6.301,3.894,2.977,14.756
HanoiTower/0032-hanoi_tower-60-0.asp,3.473,4.628,4.426,5.332
HanoiTower/0036-hanoi_tower-80-0.asp,3.124,3.193,3.59,3.875
HanoiTower/0039-hanoi_tower-80-0.asp,14.978,6.89,7.854,5.092
HanoiTower/0040-hanoi_tower-80-0.asp,11.684,7.731,12.297,14.43
HanoiTower/0046-hanoi_tower-100-0.asp,9.193,7.181,6.53,13.779
HanoiTower/0047-hanoi_tower-120-0.asp,1.917,4.451,5.434,3.438
HanoiTower/0048-hanoi_tower-120-0.asp,4.755,5.459,8.627,4.336
HanoiTower/0050-hanoi_tower-120-0.asp,22.227,7.032,18.259,18.02
HanoiTower/0056-hanoi_tower-120-0.asp,240.905,102.391,132.085,124.858
HanoiTower/0059-hanoi_tower-120-0.asp,900,366.604,267.294,294.571
HanoiTower/0060-hanoi_tower-120-0.asp,900,472.024,412.176,385.858
Labyrinth/0025-labyrinth-14-0.asp,0.487,1.22,1.209,1.212
Labyrinth/0045-labyrinth-11-0.asp,1.739,4.932,4.882,4.746
Labyrinth/0060-labyrinth-13-0.asp,0.921,1.309,1.363,1.348
Labyrinth/0075-labyrinth-13-0.asp,3.821,3.825,3.837,3.766
Labyrinth/0082-labyrinth-14-0.asp,17.287,38.176,41.338,39.36
Labyrinth/0083-labyrinth-23-0.asp,900,73.47,71.533,70.516
