scalings,0,500,1000,1500
HanoiTower/0021-hanoi_tower-40-0.asp,801038,510281,415329,455880
HanoiTower/0022-hanoi_tower-60-0.asp,41943,7611,13271,32084
HanoiTower/0023-hanoi_tower-60-0.asp,31451,58528,97097,9945
HanoiTower/0025-hanoi_tower-60-0.asp,113315,64099,40166,178525
HanoiTower/0032-hanoi_tower-60-0.asp,66224,69698,54447,58070
HanoiTower/0036-hanoi_tower-80-0.asp,111212,50592,47890,42823
HanoiTower/0039-hanoi_tower-80-0.asp,375303,124241,123955,85834
HanoiTower/0040-hanoi_tower-80-0.asp,287814,143995,203071,220002
HanoiTower/0046-hanoi_tower-100-0.asp,151528,104177,83181,150244
HanoiTower/0047-hanoi_tower-120-0.asp,40485,69022,72545,39396
