,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-2004/domains/promela-optical-telegraph-strips/instance-9.lp,30.37,29.288,26212,6836,748,0,29.42,28.357,15370,4239,752,49,29.66,28.673,15370,4239,752,49,29.69,28.59,15370,4239,749,49,30.34,29.342,24611,6661,750,36,29.62,28.529,15370,4239,749,49,29.42,28.357,15370,4239,748,0,29.675,28.6315,15370,4239,749.5,49,30.37,29.342,26212,6836,752,49
pddl-instances/ipc-2004/domains/psr-small-strips/instance-1.lp,0.65,0.515,19,4,22,0,0.59,0.43,19,4,22,0,0.5,0.383,19,4,22,0,0.52,0.397,19,4,22,0,0.56,0.424,19,4,22,0,0.56,0.43,19,4,23,0,0.5,0.383,19,4,22,0,0.56,0.427,19,4,22,0,0.65,0.515,19,4,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-10.lp,0.74,0.624,4,2,25,0,0.56,0.455,4,2,25,0,0.52,0.424,4,2,24,0,0.58,0.47,4,2,24,0,0.65,0.539,4,2,25,0,0.6,0.489,4,2,24,0,0.52,0.424,4,2,24,0,0.59,0.4795,4,2,24.5,0,0.74,0.624,4,2,25,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-11.lp,0.71,0.537,215,146,24,0,0.57,0.447,115,76,24,10,0.6,0.462,115,76,24,10,0.72,0.542,115,76,24,10,0.69,0.545,204,117,24,11,0.66,0.506,115,76,24,10,0.57,0.447,115,76,24,0,0.675,0.5215,115,76,24,10,0.72,0.545,215,146,24,11
pddl-instances/ipc-2004/domains/psr-small-strips/instance-12.lp,0.75,0.596,163,123,24,0,0.57,0.437,39,33,24,10,0.65,0.506,39,33,24,10,0.69,0.521,39,33,24,10,0.7,0.547,39,33,24,6,0.58,0.455,39,33,24,9,0.57,0.437,39,33,24,0,0.67,0.5135,39,33,24,9.5,0.75,0.596,163,123,24,10
pddl-instances/ipc-2004/domains/psr-small-strips/instance-13.lp,0.7,0.533,99,64,24,0,0.72,0.513,107,80,25,19,0.58,0.451,107,80,25,19,0.64,0.48,107,80,25,19,0.73,0.552,95,64,25,11,0.59,0.452,107,80,24,18,0.58,0.451,95,64,24,0,0.67,0.4965,107,80,25,18.5,0.73,0.552,107,80,25,19
pddl-instances/ipc-2004/domains/psr-small-strips/instance-14.lp,0.58,0.451,23,11,23,0,0.5,0.39,24,12,23,3,0.56,0.443,24,12,23,3,0.6,0.46,24,12,23,3,0.56,0.432,24,12,23,1,0.49,0.38,24,12,23,3,0.49,0.38,23,11,23,0,0.56,0.4375,24,12,23,3,0.6,0.46,24,12,23,3
pddl-instances/ipc-2004/domains/psr-small-strips/instance-15.lp,4.38,4.189,557,20,90,0,4.22,4.033,557,27,89,2,4.35,4.16,557,27,87,2,4.18,3.977,557,27,90,2,4.38,4.172,557,27,85,2,4.19,4.01,557,27,91,2,4.18,3.977,557,20,85,0,4.285,4.0965,557,27,89.5,2,4.38,4.189,557,27,91,2
pddl-instances/ipc-2004/domains/psr-small-strips/instance-16.lp,0.92,0.752,130,78,28,0,0.82,0.657,629,326,28,17,0.82,0.675,629,326,28,17,1.03,0.765,629,326,29,17,0.77,0.62,276,155,28,8,0.8,0.647,629,326,28,17,0.77,0.62,130,78,28,0,0.82,0.666,629,326,28,17,1.03,0.765,629,326,29,17
pddl-instances/ipc-2004/domains/psr-small-strips/instance-17.lp,0.54,0.417,16,10,23,0,0.62,0.484,16,10,22,3,0.56,0.417,16,10,23,3,0.59,0.456,16,10,23,3,0.73,0.502,16,10,23,2,0.6,0.467,16,10,22,3,0.54,0.417,16,10,22,0,0.595,0.4615,16,10,23,3,0.73,0.502,16,10,23,3
pddl-instances/ipc-2004/domains/psr-small-strips/instance-18.lp,0.65,0.514,21,9,24,0,0.58,0.452,21,9,24,0,0.54,0.418,21,9,23,0,0.64,0.481,21,9,24,0,0.57,0.438,21,9,23,0,0.66,0.525,21,9,24,0,0.54,0.418,21,9,23,0,0.61,0.4665,21,9,24,0,0.66,0.525,21,9,24,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-19.lp,1.28,1.112,745,149,33,0,1.07,0.914,1138,434,35,43,1.05,0.908,1138,434,35,43,1.25,1.096,1138,434,35,43,1.17,1.029,1177,336,34,22,1.06,0.902,1138,434,35,42,1.05,0.902,745,149,33,0,1.12,0.9715,1138,434,35,42.5,1.28,1.112,1177,434,35,43
pddl-instances/ipc-2004/domains/psr-small-strips/instance-2.lp,0.59,0.463,50,17,23,0,0.53,0.428,50,17,23,0,0.5,0.381,50,17,22,0,0.57,0.438,50,17,23,0,0.53,0.41,50,17,23,0,0.54,0.423,50,17,23,0,0.5,0.381,50,17,22,0,0.535,0.4255,50,17,23,0,0.59,0.463,50,17,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-20.lp,0.96,0.628,483,354,27,0,0.82,0.544,352,275,29,123,0.84,0.559,352,275,30,123,0.92,0.624,352,275,30,123,0.82,0.551,362,253,27,73,0.98,0.674,352,275,29,115,0.82,0.544,352,253,27,0,0.88,0.5915,352,275,29,119,0.98,0.674,483,354,30,123
pddl-instances/ipc-2004/domains/psr-small-strips/instance-21.lp,0.63,0.49,22,15,24,0,0.58,0.452,22,15,23,4,0.57,0.446,22,15,23,4,0.59,0.457,22,15,23,4,0.49,0.381,22,15,23,2,0.57,0.432,22,15,23,4,0.49,0.381,22,15,23,0,0.575,0.449,22,15,23,4,0.63,0.49,22,15,24,4
pddl-instances/ipc-2004/domains/psr-small-strips/instance-22.lp,1.47,1.194,3716,2286,37,0,1.76,1.417,4371,3017,41,296,1.66,1.31,4211,2899,44,365,1.57,1.269,4840,3398,40,225,1.95,1.643,7869,5532,39,188,1.92,1.554,4988,3628,42,271,1.47,1.194,3716,2286,37,0,1.71,1.3635,4605.5,3207.5,40.5,248,1.95,1.643,7869,5532,44,365
pddl-instances/ipc-2004/domains/psr-small-strips/instance-23.lp,0.62,0.491,36,20,23,0,0.6,0.481,41,28,24,2,0.54,0.433,41,28,24,2,0.72,0.583,41,28,24,2,0.59,0.457,41,28,24,2,0.65,0.519,41,28,24,2,0.54,0.433,36,20,23,0,0.61,0.486,41,28,24,2,0.72,0.583,41,28,24,2
pddl-instances/ipc-2004/domains/psr-small-strips/instance-24.lp,0.69,0.549,22,15,23,0,0.55,0.416,22,15,24,4,0.56,0.44,22,15,23,4,0.56,0.418,22,15,23,4,0.58,0.453,22,15,23,2,0.58,0.446,22,15,23,4,0.55,0.416,22,15,23,0,0.57,0.443,22,15,23,4,0.69,0.549,22,15,24,4
pddl-instances/ipc-2004/domains/psr-small-strips/instance-25.lp,268.82,267.305,37,12,1106,0,268.03,266.346,37,12,1103,0,271.27,269.545,37,12,1104,0,269.67,267.946,37,12,1104,0,271.27,269.584,37,12,1107,0,269.18,267.451,37,12,1103,0,268.03,266.346,37,12,1103,0,269.425,267.6985,37,12,1104,0,271.27,269.584,37,12,1107,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-26.lp,0.94,0.635,454,326,27,0,0.95,0.691,313,253,30,94,0.87,0.611,313,253,29,94,0.92,0.642,313,253,29,94,0.93,0.674,496,358,27,66,0.88,0.626,313,253,29,91,0.87,0.611,313,253,27,0,0.925,0.6385,313,253,29,92.5,0.95,0.691,496,358,30,94
pddl-instances/ipc-2004/domains/psr-small-strips/instance-27.lp,0.94,0.676,767,498,29,0,0.82,0.593,546,356,29,133,0.8,0.592,546,356,30,133,1.1,0.705,546,356,30,133,0.82,0.598,665,432,27,74,1.03,0.671,537,356,30,122,0.8,0.592,537,356,27,0,0.88,0.6345,546,356,29.5,127.5,1.1,0.705,767,498,30,133
pddl-instances/ipc-2004/domains/psr-small-strips/instance-28.lp,0.56,0.414,35,17,24,0,0.66,0.51,35,17,24,5,0.56,0.427,35,17,24,5,0.66,0.531,35,17,24,5,0.59,0.458,35,17,23,4,0.7,0.456,35,17,24,5,0.56,0.414,35,17,23,0,0.625,0.457,35,17,24,5,0.7,0.531,35,17,24,5
pddl-instances/ipc-2004/domains/psr-small-strips/instance-29.lp,1.46,1.218,1714,1055,38,0,1.46,1.194,1479,998,41,191,1.44,1.17,1479,998,42,191,1.45,1.193,1580,1060,41,157,1.29,1.067,1196,674,37,81,1.9,1.581,2097,1387,42,177,1.29,1.067,1196,674,37,0,1.455,1.1935,1529.5,1026.5,41,167,1.9,1.581,2097,1387,42,191
pddl-instances/ipc-2004/domains/psr-small-strips/instance-3.lp,0.62,0.492,19,6,23,0,0.59,0.478,19,6,23,0,0.59,0.47,19,6,23,0,0.59,0.471,19,6,23,0,0.49,0.387,19,6,23,0,0.62,0.492,19,6,22,0,0.49,0.387,19,6,22,0,0.59,0.4745,19,6,23,0,0.62,0.492,19,6,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-30.lp,0.95,0.735,488,340,29,0,0.96,0.738,557,395,30,101,1.01,0.778,557,395,30,101,1.03,0.799,557,395,30,101,0.9,0.683,550,361,29,60,0.97,0.725,568,396,29,97,0.9,0.683,488,340,29,0,0.965,0.7365,557,395,29.5,99,1.03,0.799,568,396,30,101
pddl-instances/ipc-2004/domains/psr-small-strips/instance-31.lp,4.47,4.18,21027,737,92,0,4.63,4.331,20050,965,94,150,4.77,4.472,20050,965,94,150,4.41,4.097,20050,965,94,150,4.33,4.041,16862,774,94,81,4.41,4.1,22234,1055,94,145,4.33,4.041,16862,737,92,0,4.44,4.14,20050,965,94,147.5,4.77,4.472,22234,1055,94,150
pddl-instances/ipc-2004/domains/psr-small-strips/instance-32.lp,0.92,0.657,628,401,28,0,0.85,0.627,620,407,30,102,0.98,0.718,620,407,30,102,0.88,0.635,620,407,30,102,0.96,0.679,625,418,28,67,1.01,0.723,801,541,30,116,0.85,0.627,620,401,28,0,0.94,0.668,622.5,407,30,102,1.01,0.723,801,541,30,116
pddl-instances/ipc-2004/domains/psr-small-strips/instance-33.lp,1.15,0.884,1782,930,34,0,1.19,0.919,1215,685,35,163,1.12,0.866,1215,685,35,163,1.23,0.935,1215,685,35,163,1.14,0.869,1276,698,33,117,1.27,0.948,1153,634,35,149,1.12,0.866,1153,634,33,0,1.17,0.9015,1215,685,35,156,1.27,0.948,1782,930,35,163
pddl-instances/ipc-2004/domains/psr-small-strips/instance-34.lp,1.12,0.762,651,446,28,0,1.08,0.717,787,545,34,177,0.89,0.596,787,545,34,177,1.19,0.801,787,545,34,177,1,0.699,511,365,28,80,0.97,0.644,613,438,34,175,0.89,0.596,511,365,28,0,1.04,0.708,719,495.5,34,176,1.19,0.801,787,545,34,177
pddl-instances/ipc-2004/domains/psr-small-strips/instance-35.lp,1.37,1.143,1430,658,36,0,1.36,1.105,1308,649,38,174,1.12,0.89,1308,649,37,174,1.17,0.931,1308,649,37,174,1.2,0.974,1444,721,34,109,1.29,1.01,1308,649,37,168,1.12,0.89,1308,649,34,0,1.245,0.992,1308,649,37,171,1.37,1.143,1444,721,38,174
pddl-instances/ipc-2004/domains/psr-small-strips/instance-36.lp,2.65,2.389,3233,716,60,0,2.85,2.488,7358,1540,69,325,2.99,2.647,7358,1540,70,327,2.71,2.405,6466,1304,67,203,2.65,2.38,4723,1059,62,99,3.1,2.738,8907,1731,68,285,2.65,2.38,3233,716,60,0,2.78,2.4465,6912,1422,67.5,244,3.1,2.738,8907,1731,70,327
pddl-instances/ipc-2004/domains/psr-small-strips/instance-37.lp,1.03,0.785,1486,948,30,0,0.92,0.667,1155,710,33,164,1.11,0.809,1155,710,33,164,1,0.728,1155,710,33,164,1,0.735,1780,1193,30,85,1.08,0.828,1649,1083,31,118,0.92,0.667,1155,710,30,0,1.015,0.76,1320.5,829,32,141,1.11,0.828,1780,1193,33,164
pddl-instances/ipc-2004/domains/psr-small-strips/instance-38.lp,0.81,0.632,167,89,26,0,0.76,0.621,167,88,25,14,0.67,0.522,167,88,25,14,0.85,0.659,167,88,26,14,0.67,0.509,167,94,25,9,0.68,0.534,167,88,25,14,0.67,0.509,167,88,25,0,0.72,0.5775,167,88,25,14,0.85,0.659,167,94,26,14
pddl-instances/ipc-2004/domains/psr-small-strips/instance-39.lp,1.01,0.778,589,388,28,0,0.99,0.805,443,318,29,58,1,0.814,443,318,28,58,0.83,0.667,443,318,29,58,0.89,0.69,647,434,28,52,0.89,0.703,464,334,28,56,0.83,0.667,443,318,28,0,0.94,0.7405,453.5,326,28,57,1.01,0.814,647,434,29,58
pddl-instances/ipc-2004/domains/psr-small-strips/instance-4.lp,0.58,0.468,13,8,24,0,0.54,0.44,13,8,25,0,0.57,0.452,13,8,24,0,0.62,0.5,13,8,24,0,0.69,0.567,13,8,24,0,0.62,0.5,13,8,24,0,0.54,0.44,13,8,24,0,0.6,0.484,13,8,24,0,0.69,0.567,13,8,25,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-40.lp,6.17,5.895,2190,92,116,0,6.1,5.836,14030,418,121,16,6.47,6.086,14030,418,123,16,6.04,5.76,14030,418,122,16,5.97,5.717,5503,312,122,12,5.99,5.733,14030,418,122,16,5.97,5.717,2190,92,116,0,6.07,5.798,14030,418,122,16,6.47,6.086,14030,418,123,16
pddl-instances/ipc-2004/domains/psr-small-strips/instance-41.lp,0.59,0.459,24,16,23,0,0.49,0.392,23,16,23,1,0.56,0.434,23,16,23,1,0.55,0.418,23,16,23,1,0.56,0.44,24,16,23,0,0.58,0.441,24,16,23,0,0.49,0.392,23,16,23,0,0.56,0.437,23.5,16,23,0.5,0.59,0.459,24,16,23,1
pddl-instances/ipc-2004/domains/psr-small-strips/instance-42.lp,1.18,0.854,1889,1138,32,0,1.17,0.843,1449,824,37,253,1.07,0.741,1449,824,38,253,1.05,0.747,1483,833,37,231,1.12,0.766,1312,751,30,115,1.12,0.805,1755,1005,35,218,1.05,0.741,1312,751,30,0,1.12,0.7855,1466,828.5,36,224.5,1.18,0.854,1889,1138,38,253
pddl-instances/ipc-2004/domains/psr-small-strips/instance-43.lp,0.72,0.56,149,88,25,0,0.64,0.504,123,79,25,14,0.7,0.559,123,79,25,14,0.68,0.522,123,79,25,14,0.66,0.523,161,88,25,9,0.67,0.515,123,79,25,13,0.64,0.504,123,79,25,0,0.675,0.5225,123,79,25,13.5,0.72,0.56,161,88,25,14
pddl-instances/ipc-2004/domains/psr-small-strips/instance-44.lp,0.8,0.661,529,326,27,0,0.88,0.731,640,410,28,12,0.71,0.581,640,410,27,12,0.89,0.742,640,410,27,12,0.86,0.712,418,261,28,10,0.97,0.819,640,410,28,12,0.71,0.581,418,261,27,0,0.87,0.7215,640,410,27.5,12,0.97,0.819,640,410,28,12
pddl-instances/ipc-2004/domains/psr-small-strips/instance-45.lp,0.95,0.69,835,550,29,0,1.18,0.802,703,506,34,182,1.14,0.767,703,506,34,182,1.17,0.793,703,506,35,182,1.09,0.782,650,441,28,63,0.92,0.611,727,515,33,167,0.92,0.611,650,441,28,0,1.115,0.7745,703,506,33.5,174.5,1.18,0.802,835,550,35,182
pddl-instances/ipc-2004/domains/psr-small-strips/instance-46.lp,3.86,3.287,22626,16305,44,0,3.39,2.645,13937,10218,56,749,3.74,2.786,13281,9833,66,978,3.76,3.263,19957,14755,48,475,3.53,3.008,20786,15211,41,321,3.16,2.483,12395,9303,50,620,3.16,2.483,12395,9303,41,0,3.635,2.897,16947,12486.5,49,547.5,3.86,3.287,22626,16305,66,978
pddl-instances/ipc-2004/domains/psr-small-strips/instance-47.lp,1.5,1.076,3838,2646,36,0,1.98,1.397,4213,3053,47,430,1.95,1.343,4906,3613,50,498,1.56,1.126,4162,2952,42,325,1.42,1.037,3511,2584,33,193,1.58,1.094,3659,2657,43,416,1.42,1.037,3511,2584,33,0,1.57,1.11,4000,2804.5,42.5,370.5,1.98,1.397,4906,3613,50,498
pddl-instances/ipc-2004/domains/psr-small-strips/instance-48.lp,5.28,4.838,26122,17425,59,0,5.46,4.931,22530,15345,62,611,6.67,6.033,27118,18651,69,811,5.44,4.998,25056,16983,62,447,4.27,3.765,18126,11809,56,354,4.9,4.371,19403,13397,63,604,4.27,3.765,18126,11809,56,0,5.36,4.8845,23793,16164,62,525.5,6.67,6.033,27118,18651,69,811
pddl-instances/ipc-2004/domains/psr-small-strips/instance-49.lp,690.25,689.609,2340893,1645372,115,0,449.62,448.797,1332551,960417,110,1000,509.53,508.416,1485163,1088432,121,1500,385.43,384.894,1292462,918391,109,500,662.95,662.097,2023769,1461882,111,554,434.1,433.196,1283701,915880,109,1000,385.43,384.894,1283701,915880,109,0,479.575,478.6065,1408857,1024424.5,110.5,777,690.25,689.609,2340893,1645372,121,1500
pddl-instances/ipc-2004/domains/psr-small-strips/instance-5.lp,0.67,0.545,40,16,23,0,0.55,0.427,40,16,23,0,0.56,0.441,40,16,23,0,0.54,0.419,40,16,24,0,0.56,0.422,40,16,23,0,0.57,0.446,40,16,23,0,0.54,0.419,40,16,23,0,0.56,0.434,40,16,23,0,0.67,0.545,40,16,24,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-50.lp,0.99,0.71,1316,883,30,0,1.15,0.742,770,532,37,204,1.04,0.696,770,532,37,204,1.03,0.681,770,532,36,204,0.83,0.603,582,359,29,73,900,900,122,2412,1309,0,0.83,0.603,122,359,29,0,1.035,0.703,770,532,36.5,138.5,900,900,1316,2412,1309,204
pddl-instances/ipc-2004/domains/psr-small-strips/instance-6.lp,0.53,0.383,19,4,23,0,0.5,0.395,19,4,22,0,0.52,0.392,19,4,22,0,0.53,0.385,19,4,23,0,0.6,0.472,19,4,23,0,0.5,0.388,19,4,22,0,0.5,0.383,19,4,22,0,0.525,0.39,19,4,22.5,0,0.6,0.472,19,4,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-7.lp,0.62,0.5,20,6,23,0,0.48,0.371,20,6,23,0,0.48,0.385,20,6,23,0,0.58,0.46,20,6,23,0,0.62,0.496,20,6,23,0,0.57,0.445,20,6,23,0,0.48,0.371,20,6,23,0,0.575,0.4525,20,6,23,0,0.62,0.5,20,6,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-8.lp,0.72,0.586,30,2,23,0,0.5,0.391,30,2,23,0,0.52,0.4,30,2,23,0,0.57,0.442,30,2,23,0,0.52,0.412,30,2,23,0,0.59,0.466,30,2,23,0,0.5,0.391,30,2,23,0,0.545,0.427,30,2,23,0,0.72,0.586,30,2,23,0
pddl-instances/ipc-2004/domains/psr-small-strips/instance-9.lp,0.59,0.466,30,2,23,0,0.55,0.428,30,2,23,0,0.57,0.429,30,2,23,0,0.61,0.473,30,2,23,0,0.59,0.455,30,2,23,0,0.59,0.454,30,2,23,0,0.55,0.428,30,2,23,0,0.59,0.4545,30,2,23,0,0.61,0.473,30,2,23,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-1.lp,0.68,0.545,36,12,24,0,0.6,0.457,35,11,24,3,0.56,0.453,35,11,24,3,0.62,0.493,35,11,24,3,0.57,0.455,35,11,24,3,0.69,0.541,35,11,24,3,0.56,0.453,35,11,24,0,0.61,0.475,35,11,24,3,0.69,0.545,36,12,24,3
pddl-instances/ipc-2004/domains/satellite-strips/instance-10.lp,15.32,14.758,2035,709,328,0,15.12,14.401,774,281,327,158,15.21,14.599,774,281,323,158,15.17,14.561,774,281,328,158,16.11,15.509,814,299,325,77,15.03,14.446,756,269,332,147,15.03,14.401,756,269,323,0,15.19,14.58,774,281,327.5,152.5,16.11,15.509,2035,709,332,158
pddl-instances/ipc-2004/domains/satellite-strips/instance-11.lp,29.34,28.579,452,103,611,0,28.73,27.99,379,59,613,17,28.37,27.653,379,59,612,17,28.76,28.005,379,59,611,17,28.26,27.526,379,59,612,13,28.48,27.777,379,59,613,16,28.26,27.526,379,59,611,0,28.605,27.8835,379,59,612,16.5,29.34,28.579,452,103,613,17
pddl-instances/ipc-2004/domains/satellite-strips/instance-12.lp,72.39,70.24,13988,6829,1400,0,77.9,75.777,50764,23416,1399,78,76.1,73.9,50764,23416,1398,78,74.97,72.864,50764,23416,1400,78,76.33,74.229,57402,23734,1401,48,74.06,72.014,45535,21375,1400,77,72.39,70.24,13988,6829,1398,0,75.535,73.382,50764,23416,1400,77.5,77.9,75.777,57402,23734,1401,78
pddl-instances/ipc-2004/domains/satellite-strips/instance-13.lp,149.62,144.819,11537,5334,2884,0,150.78,145.709,6991,2870,2886,545,153.8,148.568,13930,6837,2898,811,167.96,163.405,87989,61260,2869,225,151.33,147.081,28887,17224,2871,115,158.12,153.411,51049,32172,2879,437,149.62,144.819,6991,2870,2869,0,152.565,147.8245,21408.5,12030.5,2881.5,331,167.96,163.405,87989,61260,2898,811
pddl-instances/ipc-2004/domains/satellite-strips/instance-14.lp,84.84,82.678,3979,1394,1668,0,83.63,81.491,4418,1453,1670,138,85.8,83.741,4418,1453,1670,138,88.26,86.043,4418,1453,1673,138,84.52,82.65,4795,1525,1671,76,85.1,82.879,4588,1488,1669,129,83.63,81.491,3979,1394,1668,0,84.97,82.7785,4418,1453,1670,133.5,88.26,86.043,4795,1525,1673,138
pddl-instances/ipc-2004/domains/satellite-strips/instance-15.lp,114.02,111.479,8028,1855,2161,0,113.13,110.448,3399,424,2159,92,114.37,111.732,3399,424,2159,92,114.42,111.707,3399,424,2161,92,116.6,113.807,5968,1380,2156,49,111.39,108.746,4545,884,2156,86,111.39,108.746,3399,424,2156,0,114.195,111.593,3972,654,2159,89,116.6,113.807,8028,1855,2161,92
pddl-instances/ipc-2004/domains/satellite-strips/instance-16.lp,143.46,140.17,6920,3376,2785,0,144.42,140.927,9039,3891,2786,230,144.37,140.963,11870,4226,2789,268,141.8,138.359,11507,4230,2785,179,144.89,141.397,10262,4262,2782,102,144.7,141.253,9992,3749,2785,164,141.8,138.359,6920,3376,2782,0,144.395,140.945,10127,4058.5,2785,171.5,144.89,141.397,11870,4262,2789,268
pddl-instances/ipc-2004/domains/satellite-strips/instance-17.lp,180.91,176.752,10769,823,3290,0,169.96,165.318,7928,744,3294,537,170.25,165.587,7928,744,3299,537,167.75,163.375,7928,744,3294,460,174.2,169.701,7473,764,3288,211,169.74,165.465,7473,764,3296,461,167.75,163.375,7473,744,3288,0,170.105,165.526,7928,754,3294,460.5,180.91,176.752,10769,823,3299,537
pddl-instances/ipc-2004/domains/satellite-strips/instance-18.lp,70.1,68.493,921,271,1395,0,69.75,68.174,959,362,1395,35,69.64,67.85,959,362,1391,35,71.66,69.895,959,362,1392,35,69.72,67.939,959,362,1413,24,69.69,67.944,959,362,1392,35,69.64,67.85,921,271,1391,0,69.735,68.059,959,362,1393.5,35,71.66,69.895,959,362,1413,35
pddl-instances/ipc-2004/domains/satellite-strips/instance-19.lp,900,900,8468197,3768535,1456,0,900,900,9743451,3898747,1453,0,900,900,9760655,3904580,1454,0,900,900,9677070,3876459,1450,0,900,900,5217611,4123057,1450,0,900,900,9782705,3911717,1453,0,900,900,5217611,3768535,1450,0,900,900,9710260.5,3901663.5,1453,0,900,900,9782705,4123057,1456,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-2.lp,0.97,0.738,302,195,28,0,0.88,0.656,359,224,30,117,1.2,0.848,359,224,30,117,0.94,0.717,359,224,30,117,0.89,0.682,349,220,28,50,0.84,0.65,349,220,29,103,0.84,0.65,302,195,28,0,0.915,0.6995,354,222,29.5,110,1.2,0.848,359,224,30,117
pddl-instances/ipc-2004/domains/satellite-strips/instance-20.lp,900,900,10877397,4334067,1509,0,900,900,10306979,4259242,1508,0,900,900,9853494,4036943,1523,0,900,900,10163577,4281652,1498,0,900,900,11040908,4265455,1493,0,900,900,10837133,4224327,1502,0,900,900,9853494,4036943,1493,0,900,900,10572056,4262348.5,1505,0,900,900,11040908,4334067,1523,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-21.lp,900,900,0,0,8002,0,900,900,0,0,8003,0,900,900,0,0,8005,0,900,900,0,0,8004,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8005,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-22.lp,900,900,0,0,8004,0,900,900,0,0,8001,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8001.5,0,900,900,0,0,8004,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-23.lp,900,900,0,0,8129,0,900,900,0,0,8041,0,900,900,0,0,8115,0,900,900,0,0,8207,0,900,900,0,0,8148,0,900,900,0,0,8071,0,900,900,0,0,8041,0,900,900,0,0,8122,0,900,900,0,0,8207,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-24.lp,900,900,0,0,8033,0,900,900,0,0,8128,0,900,900,0,0,8127,0,900,900,0,0,8078,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8055.5,0,900,900,0,0,8128,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-25.lp,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8002,0,900,900,0,0,8137,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8137,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-26.lp,900,900,0,0,8002,0,900,900,0,0,8002,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8002,0,900,900,0,0,8001,0,900,900,0,0,8002,0,900,900,0,0,8003,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-27.lp,900,900,0,0,8006,0,900,900,0,0,8007,0,900,900,0,0,8006,0,900,900,0,0,8006,0,900,900,0,0,8006,0,900,900,0,0,8006,0,900,900,0,0,8006,0,900,900,0,0,8006,0,900,900,0,0,8007,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-28.lp,900,900,0,0,8069,0,900,900,0,0,8068,0,900,900,0,0,8069,0,900,900,0,0,8038,0,900,900,0,0,8068,0,900,900,0,0,8013,0,900,900,0,0,8013,0,900,900,0,0,8068,0,900,900,0,0,8069,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-29.lp,900,900,0,0,8164,0,900,900,0,0,8162,0,900,900,0,0,8095,0,900,900,0,0,8158,0,900,900,0,0,8165,0,900,900,0,0,8158,0,900,900,0,0,8095,0,900,900,0,0,8160,0,900,900,0,0,8165,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-3.lp,1.02,0.863,90,31,29,0,0.86,0.712,88,30,29,20,0.85,0.71,88,30,29,20,0.95,0.7,88,30,30,20,0.86,0.709,88,30,29,12,0.95,0.694,88,30,30,20,0.85,0.694,88,30,29,0,0.905,0.7095,88,30,29,20,1.02,0.863,90,31,30,20
pddl-instances/ipc-2004/domains/satellite-strips/instance-30.lp,900,900,0,0,8185,0,900,900,0,0,8074,0,900,900,0,0,8185,0,900,900,0,0,8144,0,900,900,0,0,8066,0,900,900,0,0,8049,0,900,900,0,0,8049,0,900,900,0,0,8109,0,900,900,0,0,8185,0
