,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-5.lp,900,900,0,0,8061,0,900,900,0,0,8059,0,900,900,0,0,8048,0,900,900,0,0,8026,0,900,900,0,0,8058,0,900,900,0,0,8062,0,900,900,0,0,8026,0,900,900,0,0,8058.5,0,900,900,0,0,8062,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-6.lp,900,900,0,0,8063,0,900,900,0,0,8062,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8063,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-7.lp,900,900,0,238,7442,0,900,900,0,0,7440,0,900,900,0,160,7442,0,900,900,0,0,7440,0,900,900,0,0,7444,0,900,900,0,0,7444,0,900,900,0,0,7440,0,900,900,0,0,7442,0,900,900,0,238,7444,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-8.lp,900,900,0,0,8020,0,900,900,0,0,8020,0,900,900,0,0,8019,0,900,900,0,0,8020,0,900,900,0,0,8020,0,900,900,0,0,8017,0,900,900,0,0,8017,0,900,900,0,0,8020,0,900,900,0,0,8020,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-9.lp,900,900,0,0,8019,0,900,900,0,0,8019,0,900,900,0,0,8019,0,900,900,0,0,8021,0,900,900,0,0,8018,0,900,900,0,0,8019,0,900,900,0,0,8018,0,900,900,0,0,8019,0,900,900,0,0,8021,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-10.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-11.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-13.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-14.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-15.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-16.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-17.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-18.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-19.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-2.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-20.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-3.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-5.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-6.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-7.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-8.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parc-printer-sequential-satisficing/instance-9.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-1.lp,900,900,0,0,8005,0,900,900,0,0,8002,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8001.5,0,900,900,0,0,8005,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-10.lp,900,900,0,0,8090,0,900,900,0,0,8092,0,900,900,0,0,8090,0,900,900,0,0,8054,0,900,900,0,0,8090,0,900,900,0,0,8005,0,900,900,0,0,8005,0,900,900,0,0,8090,0,900,900,0,0,8092,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-11.lp,900,900,0,0,8117,0,900,900,0,0,8114,0,900,900,0,0,8118,0,900,900,0,0,8117,0,900,900,0,0,8098,0,900,900,0,0,8116,0,900,900,0,0,8098,0,900,900,0,0,8116.5,0,900,900,0,0,8118,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-12.lp,900,900,0,0,8118,0,900,900,0,0,8117,0,900,900,0,0,8118,0,900,900,0,0,8053,0,900,900,0,0,8021,0,900,900,0,0,8116,0,900,900,0,0,8021,0,900,900,0,0,8116.5,0,900,900,0,0,8118,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-13.lp,900,900,0,0,8114,0,900,900,0,0,8115,0,900,900,0,0,8079,0,900,900,0,0,8117,0,900,900,0,0,8116,0,900,900,0,0,8114,0,900,900,0,0,8079,0,900,900,0,0,8114.5,0,900,900,0,0,8117,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-14.lp,900,900,0,0,8117,0,900,900,0,0,8118,0,900,900,0,0,8115,0,900,900,0,0,8116,0,900,900,0,0,8101,0,900,900,0,0,8118,0,900,900,0,0,8101,0,900,900,0,0,8116.5,0,900,900,0,0,8118,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-15.lp,900,900,0,0,8137,0,900,900,0,0,8135,0,900,900,0,0,8139,0,900,900,0,0,8064,0,900,900,0,0,8137,0,900,900,0,0,8139,0,900,900,0,0,8064,0,900,900,0,0,8137,0,900,900,0,0,8139,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-16.lp,900,900,0,0,8135,0,900,900,0,0,8137,0,900,900,0,0,8136,0,900,900,0,0,8100,0,900,900,0,0,8136,0,900,900,0,0,8077,0,900,900,0,0,8077,0,900,900,0,0,8135.5,0,900,900,0,0,8137,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-17.lp,900,900,0,0,8133,0,900,900,0,0,8138,0,900,900,0,0,8049,0,900,900,0,0,8007,0,900,900,0,0,8103,0,900,900,0,0,8077,0,900,900,0,0,8007,0,900,900,0,0,8090,0,900,900,0,0,8138,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-18.lp,900,900,0,0,8134,0,900,900,0,0,8137,0,900,900,0,0,8137,0,900,900,0,0,8136,0,900,900,0,0,8044,0,900,900,0,0,8137,0,900,900,0,0,8044,0,900,900,0,0,8136.5,0,900,900,0,0,8137,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-19.lp,900,900,0,0,8115,0,900,900,0,0,8106,0,900,900,0,0,8106,0,900,900,0,0,8197,0,900,900,0,0,8043,0,900,900,0,0,8062,0,900,900,0,0,8043,0,900,900,0,0,8106,0,900,900,0,0,8197,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-2.lp,900,900,0,0,8002,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8002,0,900,900,0,0,8003,0,900,900,0,0,8002,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8003,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-20.lp,900,900,0,0,8141,0,900,900,0,0,8199,0,900,900,0,0,8197,0,900,900,0,0,8161,0,900,900,0,0,8056,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8151,0,900,900,0,0,8199,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-3.lp,900,900,0,0,8045,0,900,900,0,0,8043,0,900,900,0,0,8045,0,900,900,0,0,8043,0,900,900,0,0,8003,0,900,900,0,0,8032,0,900,900,0,0,8003,0,900,900,0,0,8043,0,900,900,0,0,8045,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-4.lp,900,900,0,0,8044,0,900,900,0,0,8046,0,900,900,0,0,8044,0,900,900,0,0,8045,0,900,900,0,0,8045,0,900,900,0,0,8044,0,900,900,0,0,8044,0,900,900,0,0,8044.5,0,900,900,0,0,8046,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-5.lp,900,900,0,0,8045,0,900,900,0,0,8044,0,900,900,0,0,8045,0,900,900,0,0,8004,0,900,900,0,0,8044,0,900,900,0,0,8045,0,900,900,0,0,8004,0,900,900,0,0,8044.5,0,900,900,0,0,8045,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-6.lp,900,900,0,0,8045,0,900,900,0,0,8044,0,900,900,0,0,8044,0,900,900,0,0,8043,0,900,900,0,0,8045,0,900,900,0,0,8045,0,900,900,0,0,8043,0,900,900,0,0,8044.5,0,900,900,0,0,8045,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-7.lp,900,900,0,0,8073,0,900,900,0,0,8089,0,900,900,0,0,8092,0,900,900,0,0,8092,0,900,900,0,0,8091,0,900,900,0,0,8093,0,900,900,0,0,8073,0,900,900,0,0,8091.5,0,900,900,0,0,8093,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-8.lp,900,900,0,0,8093,0,900,900,0,0,8093,0,900,900,0,0,8091,0,900,900,0,0,8007,0,900,900,0,0,8091,0,900,900,0,0,8090,0,900,900,0,0,8007,0,900,900,0,0,8091,0,900,900,0,0,8093,0
pddl-instances/ipc-2011/domains/parking-sequential-satisficing/instance-9.lp,900,900,0,0,8020,0,900,900,0,0,8093,0,900,900,0,0,8093,0,900,900,0,0,8091,0,900,900,0,0,8093,0,900,900,0,0,8037,0,900,900,0,0,8020,0,900,900,0,0,8092,0,900,900,0,0,8093,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-10.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-11.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-13.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-14.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-15.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-16.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-17.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-18.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-19.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-2.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-20.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-3.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-5.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-6.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-7.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-8.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/peg-solitaire-sequential-satisficing/instance-9.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-1.lp,900,900,0,0,8073,0,900,900,0,0,8073,0,900,900,0,0,8073,0,900,900,0,0,8074,0,900,900,0,0,8073,0,900,900,0,0,8075,0,900,900,0,0,8073,0,900,900,0,0,8073,0,900,900,0,0,8075,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-10.lp,900,900,0,0,7352,0,900,900,0,0,7351,0,900,900,0,0,7352,0,900,900,0,0,7349,0,900,900,0,0,7352,0,900,900,0,0,7351,0,900,900,0,0,7349,0,900,900,0,0,7351.5,0,900,900,0,0,7352,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-11.lp,900,900,0,735,5509,0,900,900,0,457,5458,0,900,900,0,804,5481,0,900,900,0,828,5495,0,900,900,0,858,5463,0,900,900,0,648,5511,0,900,900,0,457,5458,0,900,900,0,769.5,5488,0,900,900,0,858,5511,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-13.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-14.lp,900,900,0,0,8000,0,900,900,0,0,8001,0,900,900,0,0,8002,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8001,0,900,900,0,0,8002,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-15.lp,900,900,0,0,8001,0,900,900,0,0,8004,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8002,0,900,900,0,0,8003,0,900,900,0,0,8001,0,900,900,0,0,8002.5,0,900,900,0,0,8004,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-16.lp,900,900,0,0,8011,0,900,900,0,0,8014,0,900,900,0,0,8013,0,900,900,0,0,8013,0,900,900,0,0,8011,0,900,900,0,0,8013,0,900,900,0,0,8011,0,900,900,0,0,8013,0,900,900,0,0,8014,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-17.lp,900,900,0,0,8008,0,900,900,0,0,8010,0,900,900,0,0,8008,0,900,900,0,0,8009,0,900,900,0,0,8009,0,900,900,0,0,8009,0,900,900,0,0,8008,0,900,900,0,0,8009,0,900,900,0,0,8010,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-18.lp,900,900,,,8001,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8001,0,900,900,0,0,8002,0,900,900,0,0,8003,0,900,900,0,0,8001,0,900,900,0,0,8001.5,0,900,900,0,0,8003,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-19.lp,900,900,0,0,8141,0,900,900,0,0,8205,0,900,900,0,0,8182,0,900,900,0,0,8253,0,900,900,0,0,8223,0,900,900,0,0,8070,0,900,900,0,0,8070,0,900,900,0,0,8193.5,0,900,900,0,0,8253,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-2.lp,900,900,0,0,7350,0,900,900,0,0,7352,0,900,900,0,0,7351,0,900,900,0,0,7351,0,900,900,0,0,7351,0,900,900,0,0,7350,0,900,900,0,0,7350,0,900,900,0,0,7351,0,900,900,0,0,7352,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-20.lp,900,900,0,0,8064,0,900,900,0,0,8106,0,900,900,0,0,8233,0,900,900,0,0,8171,0,900,900,0,0,8215,0,900,900,0,0,8128,0,900,900,0,0,8064,0,900,900,0,0,8149.5,0,900,900,0,0,8233,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-3.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-5.lp,900,900,0,0,8005,0,900,900,0,0,8006,0,900,900,0,0,8004,0,900,900,0,0,8005,0,900,900,0,0,8004,0,900,900,0,0,8005,0,900,900,0,0,8004,0,900,900,0,0,8005,0,900,900,0,0,8006,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-6.lp,900,900,0,0,8025,0,900,900,0,0,8057,0,900,900,0,0,8056,0,900,900,0,0,8058,0,900,900,0,0,8057,0,900,900,0,0,8020,0,900,900,0,0,8020,0,900,900,0,0,8056.5,0,900,900,0,0,8058,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-7.lp,900,900,0,0,8030,0,900,900,0,0,8027,0,900,900,0,0,8029,0,900,900,0,0,8026,0,900,900,0,0,8029,0,900,900,0,0,8023,0,900,900,0,0,8023,0,900,900,0,0,8028,0,900,900,0,0,8030,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-8.lp,900,900,0,0,8024,0,900,900,0,0,8049,0,900,900,0,0,8047,0,900,900,0,0,8050,0,900,900,0,0,8048,0,900,900,0,0,8049,0,900,900,0,0,8024,0,900,900,0,0,8048.5,0,900,900,0,0,8050,0
pddl-instances/ipc-2011/domains/scanalyzer-3d-sequential-satisficing/instance-9.lp,900,900,0,4874,1903,0,900,900,,,,0,900,900,,,,0,900,900,0,4759,1899,0,900,900,,,,0,900,900,0,4914,1902,0,900,900,0,4759,1899,0,900,900,0,4874,1902,0,900,900,0,4914,1903,0
pddl-instances/ipc-2011/domains/sokoban-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/sokoban-sequential-satisficing/instance-10.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/sokoban-sequential-satisficing/instance-11.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/sokoban-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
